,Compound,Date,Negative,Neutral,Positive,Source,Tweet,Tweets Ago
29,0.0,Sun Jun 10 01:47:24 +0000 2018,1.0,0.0,0.0,@nytimes,"The ice over Manhattan would have buried even the tallest skyscraper. As it melted, giant boulders embedded deep wi… https://t.co/ulWgedMV5w",30
30,0.34,Sun Jun 10 01:35:50 +0000 2018,0.893,0.0,0.107,@nytimes,"Trudeau sought to play down personal clashes with Trump as he wrapped up the G-7 summit, saying he leaves “inspired… https://t.co/gY0bzq4klo",31
31,0.0,Sun Jun 10 01:30:41 +0000 2018,1.0,0.0,0.0,@nytimes,Nick Cave Wants You to Work It Out on the Dance Floor https://t.co/GMPPrGqLh7,32
32,0.3612,Sun Jun 10 01:18:36 +0000 2018,0.906,0.0,0.094,@nytimes,"Janelle Monáe brings a pair of big fuzzy socks on the road. ""I like to moonwalk when I’m on the tour bus. It’s my f… https://t.co/jbf5ZtCzC8",33
33,-0.5574,Sun Jun 10 01:03:05 +0000 2018,0.854,0.146,0.0,@nytimes,"RT @kimseverson: Here's a sketch of Bourdain’s last couple of days in the medieval village where he died, from @MilanSchreuer of the @nytim…",34
34,-0.1531,Sun Jun 10 00:04:46 +0000 2018,0.849,0.151,0.0,@nytimes,Judge Stops Deportation of a New York Pizza Delivery Man https://t.co/HvmhAiLkvU,35
35,0.8074,Sat Jun 09 23:43:28 +0000 2018,0.722,0.0,0.278,@nytimes,RT @nytimestravel: This year would have been Leonard Bernstein's 100th birthday. Celebrate his rich musical legacy at these events around t…,36
36,-0.4019,Sat Jun 09 23:43:02 +0000 2018,0.87,0.13,0.0,@nytimes,"Breaking News: President Trump upended two days of diplomacy, refusing to sign a Group of 7 statement and calling P… https://t.co/Y0hQKylGpt",37
37,-0.6705,Sat Jun 09 23:25:30 +0000 2018,0.353,0.647,0.0,@nytimes,I Have Post-Brokeness Stress Disorder https://t.co/DzbNcVsanm,38
38,-0.128,Sat Jun 09 23:11:56 +0000 2018,0.747,0.137,0.116,@nytimes,The powerful conservative donor couple you’ve never heard of: Liz and Dick Uihlein are spending millions to shape a… https://t.co/X4PKGfkCQc,39
39,0.8225,Sat Jun 09 22:53:56 +0000 2018,0.691,0.0,0.309,@nytimes,"Breaking News: Justify won the Belmont Stakes to become the 13th Triple Crown champion, the second in 4 years https://t.co/hm0DyHs93a",40
40,0.2023,Sat Jun 09 22:53:01 +0000 2018,0.776,0.095,0.129,@nytimes,"""This has been a very slim Broadway season."" What NYT's theater critics had to say about the Tony Awards nomination… https://t.co/4LbGoj8MbY",41
41,0.0,Sat Jun 09 22:36:48 +0000 2018,1.0,0.0,0.0,@nytimes,"What to watch, what to read and what to listen to by and about Anthony Bourdain https://t.co/xKVpypbD5i",42
42,-0.296,Sat Jun 09 22:20:02 +0000 2018,0.901,0.099,0.0,@nytimes,"She went out for a walk with her dogs. Then she went missing. Hours later, officials found human remains inside of… https://t.co/wMhCiG236J",43
43,0.5859,Sat Jun 09 22:10:05 +0000 2018,0.84,0.0,0.16,@nytimes,"Justify will attempt to become the 13th Triple Crown winner, and first since American Pharoah in 2015, in the Belmo… https://t.co/oSk73TTFVu",44
44,0.1901,Sat Jun 09 22:00:09 +0000 2018,0.923,0.0,0.077,@nytimes,"New parks are cropping up across the city, many courtesy of new apartment complexes, but you won’t need to have a p… https://t.co/NW2yo2cQ4L",45
45,0.6486,Sat Jun 09 21:45:04 +0000 2018,0.654,0.0,0.346,@nytimes,"These sweet, lemony rolls are a fresh alternative to classic cinnamon rolls https://t.co/prmvr6p22Z",46
46,-0.2411,Sat Jun 09 21:30:11 +0000 2018,0.906,0.094,0.0,@nytimes,"In @NYTOpinion

Sarah Jackson writes, ""Anthony Bourdain was not just curious about food and the world. He was aware… https://t.co/5hEzlnvRuR",47
47,0.0,Sat Jun 09 21:15:06 +0000 2018,1.0,0.0,0.0,@nytimes,Anthony Bourdain understood that eating was simply a way of taking the world inside you https://t.co/MFUCcrSnln,48
48,0.0,Sat Jun 09 21:00:09 +0000 2018,1.0,0.0,0.0,@nytimes,"A salmonella outbreak has been linked to melons sold at Trader Joe's, Costco, Walgreens and other stores in 8 states https://t.co/OelPlvpK5c",49
49,0.0,Sat Jun 09 20:45:08 +0000 2018,1.0,0.0,0.0,@nytimes,"With American presidential races requiring an ever-dizzying amount of money, a behind-the-scenes 2020 contest is al… https://t.co/tHOnZLcUXg",50
50,0.0,Sat Jun 09 20:37:06 +0000 2018,1.0,0.0,0.0,@nytimes,"RT @NYTNational: ⚡️ “Audio Series: ​Charm City”

https://t.co/wY7o7Opy3u",51
51,0.0,Sat Jun 09 20:30:05 +0000 2018,1.0,0.0,0.0,@nytimes,"Surveillance cameras are an inescapable fixture of the modern city. But in Newark, the police have taken an extraor… https://t.co/lzw2Eo7eCH",52
52,-0.6249,Sat Jun 09 20:15:09 +0000 2018,0.788,0.212,0.0,@nytimes,We demolish the lame excuses British executives gave for the lack of women on corporate boards. Read the latest Gen… https://t.co/jhJiWjGPGd,53
53,0.4019,Sat Jun 09 20:00:07 +0000 2018,0.791,0.065,0.144,@nytimes,"With Kyrie Irving's popularity has come controversy: He has questioned several times whether the Earth is round, an… https://t.co/XuXD1Q2qPy",54
54,-0.2732,Sat Jun 09 19:45:02 +0000 2018,0.829,0.114,0.057,@nytimes,"In @NYTOpinion 

Daniel Patterson writes, ""No matter how famous and seemingly unapproachable he became in the world… https://t.co/BQnrKYPvyI",55
55,-0.7351,Sat Jun 09 19:30:10 +0000 2018,0.676,0.324,0.0,@nytimes,Gun ranges and gun shops in several states have declared themselves “Muslim-free zones.” Several Muslim gun owners… https://t.co/GOwpHFkLks,56
56,0.8126,Sat Jun 09 19:15:07 +0000 2018,0.709,0.0,0.291,@nytimes,"In @NYTOpinion 

Musa Okwonga writes, ""Here we are again on the eve of the planet’s greatest traveling festival: Ye… https://t.co/nBxJnGwvsF",57
57,0.0,Sat Jun 09 19:00:09 +0000 2018,1.0,0.0,0.0,@nytimes,Have questions about the Belmont Stakes and the Triple Crown? We have your answers. https://t.co/GPu2uPlTRV,58
58,0.0,Sat Jun 09 18:45:05 +0000 2018,1.0,0.0,0.0,@nytimes,“I talk back to people when they say something about me now because I know even with my condition that I am beautif… https://t.co/TJmesUhGTL,59
59,0.0,Sat Jun 09 18:30:14 +0000 2018,1.0,0.0,0.0,@nytimes,Science is taking a back seat in policymaking across the Trump administration. The North Korea nuclear talks offer… https://t.co/hauZtxGqq5,60
60,0.0,Sat Jun 09 18:15:08 +0000 2018,1.0,0.0,0.0,@nytimes,"In his own unorthodox way, Trump has been preparing for this encounter with Kim Jong-Un his entire adult life https://t.co/VlXkCmqssL",61
61,0.0,Sat Jun 09 18:00:05 +0000 2018,1.0,0.0,0.0,@nytimes,"With his America First agenda, Trump has driven a wedge between the U.S. and its allies, ceding leadership and its… https://t.co/sfyYD4o3hM",62
62,0.128,Sat Jun 09 17:50:07 +0000 2018,0.775,0.103,0.122,@nytimes,"RT @TheSteinLine: All the tales — legacy, free agency, injury — from what might (or might not) have been LeBron James’ last night as a Clev…",63
63,0.0,Sat Jun 09 17:40:03 +0000 2018,1.0,0.0,0.0,@nytimes,California has dug in at the front lines of the resistance to President Trump. And then there is Orange County. https://t.co/BSVW14kSmd,64
64,0.0,Sat Jun 09 17:25:03 +0000 2018,1.0,0.0,0.0,@nytimes,"What to watch, what to read and what to listen to by and about Anthony Bourdain https://t.co/TR5noBS7Ee",65
65,-0.0772,Sat Jun 09 17:10:03 +0000 2018,0.711,0.151,0.138,@nytimes,"Who’s right, Elon Musk or Mark Zuckerberg? Is supersmart artificial intelligence a potential threat to humans, or a… https://t.co/8zay2rbSEG",66
66,0.4767,Sat Jun 09 17:00:23 +0000 2018,0.853,0.0,0.147,@nytimes,"RT @stanfordc: I’m proud to say that there has never been a swimsuit portion of the news quiz 
https://t.co/e1Z8wlhYvy https://t.co/4YJ7UrG…",67
67,0.0,Sat Jun 09 16:45:09 +0000 2018,1.0,0.0,0.0,@nytimes,"30 billion gallons of Hawaiian lava, as seen from the ground and space https://t.co/vz9qQOCYS9",68
68,0.2732,Sat Jun 09 16:30:07 +0000 2018,0.741,0.107,0.152,@nytimes,She wanted to celebrate their marriage in lavish style. He had something less lofty in mind. A lovers’ battle ensue… https://t.co/RnvIaxRtRP,69
69,-0.5994,Sat Jun 09 16:15:02 +0000 2018,0.813,0.187,0.0,@nytimes,"Anthony Bourdain's sudden death at Le Chambard, a hotel in the village of Kaysersberg in northeastern France, sent… https://t.co/V5gRoZKGQN",70
70,0.743,Sat Jun 09 16:01:00 +0000 2018,0.704,0.0,0.296,@nytimes,"@jimdwyernyt ""The supply of excellent schools cannot meet the demands of capable students, whatever their backgroun… https://t.co/KF39XvdUjJ",71
71,0.3612,Sat Jun 09 15:58:00 +0000 2018,0.872,0.0,0.128,@nytimes,"@jimdwyernyt The specialized schools are far from bastions of privilege, dominated by immigrants or the children of… https://t.co/DWOoiPghSz",72
72,0.3612,Sat Jun 09 15:55:03 +0000 2018,0.884,0.0,0.116,@nytimes,"In New York’s ragged history of race, class, privilege and equity, the city’s specialized high schools have long be… https://t.co/HL2yw2JmHz",73
73,-0.7269,Sat Jun 09 15:41:58 +0000 2018,0.747,0.253,0.0,@nytimes,Breaking News: President Trump threatened to end trade with G-7 nations that he said use unfair practices. “We’re l… https://t.co/uI5rOmZ76O,74
74,0.2023,Sat Jun 09 15:32:50 +0000 2018,0.847,0.0,0.153,@nytimes,"Flaky mounds of quick bread, golden brown, with a significant crumb https://t.co/wbMRgvySpY",75
75,0.6369,Sat Jun 09 15:16:31 +0000 2018,0.669,0.092,0.239,@nytimes,Breaking News: Simona Halep of Romania beat Sloane Stephens to win the French Open. It was the first Grand Slam tit… https://t.co/3sFwWkJ353,76
76,0.7269,Sat Jun 09 15:05:06 +0000 2018,0.711,0.0,0.289,@nytimes,Her $1 million gift left educators asking: How was one teacher able to save so much money?https://t.co/Vv8fhgbwWA,77
77,-0.875,Sat Jun 09 14:51:21 +0000 2018,0.679,0.321,0.0,@nytimes,"If you or someone else you know is having thoughts of suicide, call the National Suicide Prevention Lifeline at 1-8… https://t.co/5kOUYV8c3u",78
78,-0.6705,Sat Jun 09 14:50:03 +0000 2018,0.809,0.191,0.0,@nytimes,New federal data shows that suicide rates have been increasing for years in almost every state and across demograph… https://t.co/g6znmjYQl5,79
79,-0.0258,Sat Jun 09 14:37:50 +0000 2018,0.723,0.14,0.136,@nytimes,"After failing to repeal the Affordable Care Act, the Trump administration is seizing on a different strategy for di… https://t.co/Low8zwBsVL",80
80,0.5106,Sat Jun 09 14:36:39 +0000 2018,0.845,0.0,0.155,@nytimes,"Our experts weighed in on the contenders, including the Triple Crown hopeful Justify, for the 150th Belmont Stakes https://t.co/xi9TIoAxWb",81
81,0.0,Sat Jun 09 14:20:07 +0000 2018,1.0,0.0,0.0,@nytimes,"RT @NYTMetro: “This is the deportation machine in full effect, and everyone should wake up to how American citizens and their families are…",82
82,0.6369,Sat Jun 09 14:02:25 +0000 2018,0.84,0.0,0.16,@nytimes,"RT @caityweaver: The strangest and best recommendation I will ever make to you is: Listen to the same 4 podcast appearances by ""Sex and the…",83
83,-0.296,Sat Jun 09 13:43:12 +0000 2018,0.864,0.136,0.0,@nytimes,Pope Tells Oil Executives to Act on Climate: ‘There Is No Time to Lose’ https://t.co/jpXdOMmBOf,84
84,0.0,Sat Jun 09 13:38:05 +0000 2018,1.0,0.0,0.0,@nytimes,Elizabeth Warren and a Scholarly Debate Over Medical Bankruptcy That Won’t Go Away https://t.co/mbz6wvuSUO,85
85,0.4574,Sat Jun 09 13:26:45 +0000 2018,0.501,0.0,0.499,@nytimes,RT @NYTStyles: Parties! https://t.co/MdgG2e1xjI,86
86,0.7906,Sat Jun 09 13:06:58 +0000 2018,0.667,0.0,0.333,@nytimes,"RT @nytimesbusiness: ""Wealth was about being able to create the change you wish to see in the world.” https://t.co/KoQCO5Iy1y",87
87,0.0,Sat Jun 09 12:50:47 +0000 2018,1.0,0.0,0.0,@nytimes,An exhibition in London examines the feelings people harbor about their teeth. Here's a look at some of the most cu… https://t.co/KRz76xwrXq,88
88,0.5859,Sat Jun 09 12:33:02 +0000 2018,0.787,0.0,0.213,@nytimes,RT @NYTSports: Need a winner for the Belmont Stakes? @MHoppertNYT and @joedrape have you covered: https://t.co/44joWHhuTm,89
89,-0.296,Sat Jun 09 12:32:42 +0000 2018,0.784,0.216,0.0,@nytimes,Why Cities Can’t Stop Poaching From One Another https://t.co/X1SeTjbqKs,90
90,-0.296,Sat Jun 09 12:17:32 +0000 2018,0.909,0.091,0.0,@nytimes,RT @nytimesworld: Austrian officials have ordered seven mosques to close and may refuse dozens of imams the right to reside in the country…,91
91,0.0,Sat Jun 09 12:00:08 +0000 2018,1.0,0.0,0.0,@nytimes,RT @nytrealestate: A quick guide to what you need to get your first apartment in New York City https://t.co/NQYV03Xkyn,92
92,-0.3182,Sat Jun 09 11:49:08 +0000 2018,0.723,0.277,0.0,@nytimes,Men’s Fashion Week Loses Some Luster https://t.co/TCj0nbeFMj,93
93,-0.8074,Sat Jun 09 11:41:16 +0000 2018,0.644,0.356,0.0,@nytimes,"Inside New York’s dollar van wars: strict regulations, low margins and a constant fight with rogue van drivers https://t.co/kiAEpdxkgV",94
94,0.0,Sat Jun 09 11:23:34 +0000 2018,1.0,0.0,0.0,@nytimes,"RT @NYTMetro: On the stoop that was his perch, a requiem for the mayor of West 83rd Street, in Manhattan. https://t.co/qRN1VlPo1t",95
95,0.3612,Sat Jun 09 11:07:18 +0000 2018,0.783,0.0,0.217,@nytimes,"Charlotte Fox, 61, Trailblazing Alpinist and Everest Survivor, Dies https://t.co/nM5gpQdLhB",96
96,0.4404,Sat Jun 09 11:05:12 +0000 2018,0.707,0.0,0.293,@nytimes,A Good Appetite: Chicken Milanese Has Its Moment https://t.co/Rhco2hq6mS,97
97,0.0,Sat Jun 09 11:03:06 +0000 2018,1.0,0.0,0.0,@nytimes,The New York Times obituary for Anthony Bourdain https://t.co/D697EnEWQX,98
98,0.6369,Sat Jun 09 10:35:35 +0000 2018,0.833,0.0,0.167,@nytimes,RT @NYTmag: 24 hours. 23 photographers. One city. One topic: Love. Watch the making of this issue https://t.co/s2uND5xgVs and see the full…,99
99,0.25,Sat Jun 09 10:18:25 +0000 2018,0.895,0.0,0.105,@nytimes,The recent volcanic eruptions in Hawaii and Guatemala are a reminder that not all volcanoes are created equal https://t.co/M7sNdtwIzJ,100
